"person_uri","organisation_uri","organisation_label","relationship"
http://www.wikidata.org/entity/Q3675375,http://www.wikidata.org/entity/Q12808513,Ankara University Faculty of Political Science,education
http://www.wikidata.org/entity/Q3675375,http://www.wikidata.org/entity/Q3515831,Tarsus American College,education
http://www.wikidata.org/entity/Q3675375,http://www.wikidata.org/entity/Q4702909,Al-Monitor,employment
http://www.wikidata.org/entity/Q3751279,http://www.wikidata.org/entity/Q19616,RAI,employment
http://www.wikidata.org/entity/Q3751279,http://www.wikidata.org/entity/Q691851,University of Naples Federico II,education
http://www.wikidata.org/entity/Q3751306,http://www.wikidata.org/entity/Q19616,RAI,employment
http://www.wikidata.org/entity/Q377314,http://www.wikidata.org/entity/Q205061,Tsuru University,education
http://www.wikidata.org/entity/Q377314,http://www.wikidata.org/entity/Q205061,Tsuru University,employment
http://www.wikidata.org/entity/Q377314,http://www.wikidata.org/entity/Q274486,Waseda University,employment
http://www.wikidata.org/entity/Q381369,http://www.wikidata.org/entity/Q848958,Tokyo Keizai University,education
http://www.wikidata.org/entity/Q3814766,http://www.wikidata.org/entity/Q13164,Lomonosov Moscow State University,education
http://www.wikidata.org/entity/Q383177,http://www.wikidata.org/entity/Q13709,Le Canard enchaîné,employment
http://www.wikidata.org/entity/Q383177,http://www.wikidata.org/entity/Q13717,Libération,employment
http://www.wikidata.org/entity/Q38415,http://www.wikidata.org/entity/Q6608367,Indiana University,education
http://www.wikidata.org/entity/Q3888622,http://www.wikidata.org/entity/Q15253416,Millfield,education
http://www.wikidata.org/entity/Q39212,http://www.wikidata.org/entity/Q41506,Stanford University,education
http://www.wikidata.org/entity/Q39212,http://www.wikidata.org/entity/Q463281,American Academy of Arts and Letters,membership
http://www.wikidata.org/entity/Q39212,http://www.wikidata.org/entity/Q7118978,PEN America,membership
http://www.wikidata.org/entity/Q39212,http://www.wikidata.org/entity/Q7404648,Salinas High School,education
http://www.wikidata.org/entity/Q3966492,http://www.wikidata.org/entity/Q1095773,Clark University,education
http://www.wikidata.org/entity/Q3980231,http://www.wikidata.org/entity/Q1326230,Nihon University,education
http://www.wikidata.org/entity/Q3980231,http://www.wikidata.org/entity/Q493845,United Press International,employment
http://www.wikidata.org/entity/Q4065947,http://www.wikidata.org/entity/Q1425328,USSR Union of Writers,membership
http://www.wikidata.org/entity/Q4069303,http://www.wikidata.org/entity/Q2004114,Plekhanov Russian Economic University,education
http://www.wikidata.org/entity/Q4069303,http://www.wikidata.org/entity/Q4061516,Alexandrov Military School,education
http://www.wikidata.org/entity/Q4069303,http://www.wikidata.org/entity/Q4128093,Second Moscow State University,employment
http://www.wikidata.org/entity/Q4069303,http://www.wikidata.org/entity/Q4204467,Faculty of History and Philology of Moscow University,education
http://www.wikidata.org/entity/Q4069303,http://www.wikidata.org/entity/Q4349732,The First Moscow Cadet Corps,education
http://www.wikidata.org/entity/Q4069303,http://www.wikidata.org/entity/Q4400730,Russky Arkhiv,employment
http://www.wikidata.org/entity/Q4071335,http://www.wikidata.org/entity/Q4480746,MSU Faculty of Journalism,education
http://www.wikidata.org/entity/Q4104509,http://www.wikidata.org/entity/Q322964,Moscow State Institute of International Relations,education
http://www.wikidata.org/entity/Q4104509,http://www.wikidata.org/entity/Q4201381,Institute for African Studies,employment
http://www.wikidata.org/entity/Q4104509,http://www.wikidata.org/entity/Q83172,Russian Academy of Sciences,membership
http://www.wikidata.org/entity/Q4104688,http://www.wikidata.org/entity/Q1250779,Maxim Gorky Literature Institute,education
http://www.wikidata.org/entity/Q4104688,http://www.wikidata.org/entity/Q1425328,USSR Union of Writers,membership
http://www.wikidata.org/entity/Q4121800,http://www.wikidata.org/entity/Q1314076,Tekhnika Molodezhi,employment
http://www.wikidata.org/entity/Q4121800,http://www.wikidata.org/entity/Q16679214,Na Smenu!,employment
http://www.wikidata.org/entity/Q4121800,http://www.wikidata.org/entity/Q16711718,Physical Education and Sport,employment
http://www.wikidata.org/entity/Q4121800,http://www.wikidata.org/entity/Q2912707,military flag,employment
http://www.wikidata.org/entity/Q4121800,http://www.wikidata.org/entity/Q3178120,Yunost,employment
http://www.wikidata.org/entity/Q4122755,http://www.wikidata.org/entity/Q183644,Pravda,employment
http://www.wikidata.org/entity/Q4122755,http://www.wikidata.org/entity/Q4424291,Smena,employment
http://www.wikidata.org/entity/Q4122755,http://www.wikidata.org/entity/Q4484266,Philological Faculty of Moscow State University,education
http://www.wikidata.org/entity/Q4139307,http://www.wikidata.org/entity/Q13164,Lomonosov Moscow State University,education
http://www.wikidata.org/entity/Q4140923,http://www.wikidata.org/entity/Q1130457,Gerasimov Institute of Cinematography,education
http://www.wikidata.org/entity/Q4140923,http://www.wikidata.org/entity/Q1450649,Presidential Council for Civil Society and Human Rights,membership
http://www.wikidata.org/entity/Q4154495,http://www.wikidata.org/entity/Q1425328,USSR Union of Writers,membership
http://www.wikidata.org/entity/Q4168436,http://www.wikidata.org/entity/Q1250779,Maxim Gorky Literature Institute,education
http://www.wikidata.org/entity/Q41692082,http://www.wikidata.org/entity/Q41726,freemasonry,membership
http://www.wikidata.org/entity/Q4191147,http://www.wikidata.org/entity/Q4408464,Saratov State Technical University,education
http://www.wikidata.org/entity/Q4194814,http://www.wikidata.org/entity/Q155172,TV Rain,employment
http://www.wikidata.org/entity/Q4194814,http://www.wikidata.org/entity/Q1780189,Kommersant,employment
http://www.wikidata.org/entity/Q4194814,http://www.wikidata.org/entity/Q2744209,University of Portsmouth,education
http://www.wikidata.org/entity/Q4194814,http://www.wikidata.org/entity/Q322964,Moscow State Institute of International Relations,education
http://www.wikidata.org/entity/Q4218911,http://www.wikidata.org/entity/Q1425328,USSR Union of Writers,membership
http://www.wikidata.org/entity/Q4223718,http://www.wikidata.org/entity/Q1130457,Gerasimov Institute of Cinematography,education
http://www.wikidata.org/entity/Q4223982,http://www.wikidata.org/entity/Q1067870,Charterhouse School,education
http://www.wikidata.org/entity/Q4223982,http://www.wikidata.org/entity/Q805285,Balliol College,education
http://www.wikidata.org/entity/Q4234152,http://www.wikidata.org/entity/Q4450887,Tambov Higher Military Aviation Engineering School,education
http://www.wikidata.org/entity/Q4235683,http://www.wikidata.org/entity/Q4304155,"Moscow Institute of Philosophy, Literature, and History",education
http://www.wikidata.org/entity/Q4260204,http://www.wikidata.org/entity/Q1193547,Tulane University of Louisiana,education
http://www.wikidata.org/entity/Q4260204,http://www.wikidata.org/entity/Q151510,Heidelberg University,education
http://www.wikidata.org/entity/Q4260204,http://www.wikidata.org/entity/Q16974913,Alcee Fortier High School,education
http://www.wikidata.org/entity/Q4260204,http://www.wikidata.org/entity/Q82513,Merton College,education
http://www.wikidata.org/entity/Q4276223,http://www.wikidata.org/entity/Q2379681,Naval Cadet Corps,education
http://www.wikidata.org/entity/Q4280007,http://www.wikidata.org/entity/Q2537294,VGTRK,employment
http://www.wikidata.org/entity/Q4280007,http://www.wikidata.org/entity/Q4480746,MSU Faculty of Journalism,education
http://www.wikidata.org/entity/Q430182,http://www.wikidata.org/entity/Q1264867,Dulwich College,education
http://www.wikidata.org/entity/Q430182,http://www.wikidata.org/entity/Q245247,King's College London,education
http://www.wikidata.org/entity/Q430182,http://www.wikidata.org/entity/Q4732213,Alleyn's School,education
http://www.wikidata.org/entity/Q4327562,http://www.wikidata.org/entity/Q1250779,Maxim Gorky Literature Institute,education
http://www.wikidata.org/entity/Q434578,http://www.wikidata.org/entity/Q14714602,Shorewood High School,education
http://www.wikidata.org/entity/Q4354075,http://www.wikidata.org/entity/Q1425328,USSR Union of Writers,membership
http://www.wikidata.org/entity/Q4354075,http://www.wikidata.org/entity/Q1935120,V. I. Lenin Military-Political Academy,education
http://www.wikidata.org/entity/Q4354891,http://www.wikidata.org/entity/Q1425328,USSR Union of Writers,membership
http://www.wikidata.org/entity/Q4354891,http://www.wikidata.org/entity/Q2379681,Naval Cadet Corps,education
http://www.wikidata.org/entity/Q4357901,http://www.wikidata.org/entity/Q1425328,USSR Union of Writers,membership
http://www.wikidata.org/entity/Q4357901,http://www.wikidata.org/entity/Q28006533,Магілёўскае рэальнае вучылішча,education
http://www.wikidata.org/entity/Q436699,http://www.wikidata.org/entity/Q7659951,Sydney Grammar School,education
http://www.wikidata.org/entity/Q4367499,http://www.wikidata.org/entity/Q2010483,Belgorod State University,education
http://www.wikidata.org/entity/Q4367499,http://www.wikidata.org/entity/Q4059250,Academy of Russian Television,membership
http://www.wikidata.org/entity/Q437013,http://www.wikidata.org/entity/Q49116,Dartmouth College,education
http://www.wikidata.org/entity/Q437013,http://www.wikidata.org/entity/Q6524447,Leominster High School,education
http://www.wikidata.org/entity/Q4380334,http://www.wikidata.org/entity/Q4166273,Donetsk High Military Political School of Engineering and Communication Forces,education
http://www.wikidata.org/entity/Q4380334,http://www.wikidata.org/entity/Q4453246,Tver Military College,education
http://www.wikidata.org/entity/Q438924,http://www.wikidata.org/entity/Q5142861,National School of Buenos Aires,education
http://www.wikidata.org/entity/Q439394,http://www.wikidata.org/entity/Q2274271,Stonyhurst College,education
http://www.wikidata.org/entity/Q439394,http://www.wikidata.org/entity/Q372899,Magnum Photos,membership
http://www.wikidata.org/entity/Q439394,http://www.wikidata.org/entity/Q951946,Lady Margaret Hall,education
http://www.wikidata.org/entity/Q4422452,http://www.wikidata.org/entity/Q3577716,École alsacienne,education
http://www.wikidata.org/entity/Q4422872,http://www.wikidata.org/entity/Q1425328,USSR Union of Writers,membership
http://www.wikidata.org/entity/Q4423120,http://www.wikidata.org/entity/Q4248098,Kurganskoe vysshee voenno-politicheskoe aviat͡sionnoe uchilishche,education
http://www.wikidata.org/entity/Q4441707,http://www.wikidata.org/entity/Q2782141,MSU The Institute of Asian and African Studies,education
http://www.wikidata.org/entity/Q44517,http://www.wikidata.org/entity/Q165980,University of Vienna,education
http://www.wikidata.org/entity/Q44517,http://www.wikidata.org/entity/Q695599,Austrian Federal Government,employment
http://www.wikidata.org/entity/Q446291,http://www.wikidata.org/entity/Q4778674,Aomori Prefectural Aomori High School,education
http://www.wikidata.org/entity/Q44695,http://www.wikidata.org/entity/Q1250779,Maxim Gorky Literature Institute,education
http://www.wikidata.org/entity/Q44695,http://www.wikidata.org/entity/Q1425328,USSR Union of Writers,membership
http://www.wikidata.org/entity/Q44695,http://www.wikidata.org/entity/Q1935120,V. I. Lenin Military-Political Academy,education
http://www.wikidata.org/entity/Q44695,http://www.wikidata.org/entity/Q4304155,"Moscow Institute of Philosophy, Literature, and History",education
http://www.wikidata.org/entity/Q44918180,http://www.wikidata.org/entity/Q114306,Wellington College,education
http://www.wikidata.org/entity/Q44918180,http://www.wikidata.org/entity/Q28695,University of Helsinki,education
http://www.wikidata.org/entity/Q4503108,http://www.wikidata.org/entity/Q161257,"1+1",employment
http://www.wikidata.org/entity/Q4503108,http://www.wikidata.org/entity/Q2914786,Inter,employment
http://www.wikidata.org/entity/Q4503108,http://www.wikidata.org/entity/Q4496334,Kharkiv National University of Arts,education
http://www.wikidata.org/entity/Q4503108,http://www.wikidata.org/entity/Q6450965,Kyiv International University,education
http://www.wikidata.org/entity/Q4511915,http://www.wikidata.org/entity/Q1425328,USSR Union of Writers,membership
http://www.wikidata.org/entity/Q4520770,http://www.wikidata.org/entity/Q322964,Moscow State Institute of International Relations,education
http://www.wikidata.org/entity/Q45315591,http://www.wikidata.org/entity/Q109743508,Writers' Union of the Donetsk People's Republic,membership
http://www.wikidata.org/entity/Q45315591,http://www.wikidata.org/entity/Q122616727,Союз добровольцев Донбасса,membership
http://www.wikidata.org/entity/Q45315591,http://www.wikidata.org/entity/Q4430491,Russian Union of Journalists,membership
http://www.wikidata.org/entity/Q45315591,http://www.wikidata.org/entity/Q80171,Vasyl' Stus Donetsk National University,education
http://www.wikidata.org/entity/Q4538196,http://www.wikidata.org/entity/Q4304155,"Moscow Institute of Philosophy, Literature, and History",education
http://www.wikidata.org/entity/Q45765,http://www.wikidata.org/entity/Q168756,"University of California, Berkeley",education
http://www.wikidata.org/entity/Q45765,http://www.wikidata.org/entity/Q7074010,Oakland High School,education
http://www.wikidata.org/entity/Q461010,http://www.wikidata.org/entity/Q273593,Beaux-Arts de Paris,education
http://www.wikidata.org/entity/Q461341,http://www.wikidata.org/entity/Q3134657,University of Benghazi,education
http://www.wikidata.org/entity/Q461341,http://www.wikidata.org/entity/Q6542812,Libya Alhurra TV,employment
http://www.wikidata.org/entity/Q4662041,http://www.wikidata.org/entity/Q168756,"University of California, Berkeley",education
http://www.wikidata.org/entity/Q4679035,http://www.wikidata.org/entity/Q1202292,Griffith University,education
http://www.wikidata.org/entity/Q4706622,http://www.wikidata.org/entity/Q1277357,Edinburgh Napier University,education
http://www.wikidata.org/entity/Q4706622,http://www.wikidata.org/entity/Q1333399,University of Leicester,education
http://www.wikidata.org/entity/Q4706622,http://www.wikidata.org/entity/Q5211808,Dalziel High School,education
http://www.wikidata.org/entity/Q471546,http://www.wikidata.org/entity/Q7659840,Sydney Boys High School,education
http://www.wikidata.org/entity/Q4718682,http://www.wikidata.org/entity/Q1079140,Indiana University Bloomington,education
http://www.wikidata.org/entity/Q4718682,http://www.wikidata.org/entity/Q188413,Newsweek,employment
http://www.wikidata.org/entity/Q4718682,http://www.wikidata.org/entity/Q6608367,Indiana University,education
http://www.wikidata.org/entity/Q4718682,http://www.wikidata.org/entity/Q7895753,"University of Michigan College of Literature, Science, and the Arts",education
http://www.wikidata.org/entity/Q4718682,http://www.wikidata.org/entity/Q7900207,Urbana High School,education
http://www.wikidata.org/entity/Q47199975,http://www.wikidata.org/entity/Q1558254,Gymnasium Ulricianum,education
http://www.wikidata.org/entity/Q47199975,http://www.wikidata.org/entity/Q156203,Bild,employment
http://www.wikidata.org/entity/Q47199975,http://www.wikidata.org/entity/Q791964,Axel Springer Academy,education
http://www.wikidata.org/entity/Q472783,http://www.wikidata.org/entity/Q1425328,USSR Union of Writers,membership
http://www.wikidata.org/entity/Q4734330,http://www.wikidata.org/entity/Q319239,Tel Aviv University,education
http://www.wikidata.org/entity/Q4734330,http://www.wikidata.org/entity/Q4483504,HaHadashot 13,employment
http://www.wikidata.org/entity/Q4734330,http://www.wikidata.org/entity/Q49127,John F. Kennedy School of Government,education
http://www.wikidata.org/entity/Q47450994,http://www.wikidata.org/entity/Q47451003,Photo service of the Dutch National Socialist Party,employment
http://www.wikidata.org/entity/Q4746095,http://www.wikidata.org/entity/Q738258,University of Miami,education
http://www.wikidata.org/entity/Q4768368,http://www.wikidata.org/entity/Q13371,Harvard University,education
http://www.wikidata.org/entity/Q4768368,http://www.wikidata.org/entity/Q1357891,Middlebury College,education
http://www.wikidata.org/entity/Q4768368,http://www.wikidata.org/entity/Q287171,ABC News,employment
http://www.wikidata.org/entity/Q4768368,http://www.wikidata.org/entity/Q49124,Radcliffe College,education
http://www.wikidata.org/entity/Q4768368,http://www.wikidata.org/entity/Q671510,NPR,employment
http://www.wikidata.org/entity/Q4861783,http://www.wikidata.org/entity/Q5482672,Francis W. Parker School,education
http://www.wikidata.org/entity/Q4886659,http://www.wikidata.org/entity/Q220144,"SOAS, University of London",education
http://www.wikidata.org/entity/Q4886659,http://www.wikidata.org/entity/Q49213,University of Texas at Austin,education
http://www.wikidata.org/entity/Q4893308,http://www.wikidata.org/entity/Q1093910,City College of New York,education
http://www.wikidata.org/entity/Q4893308,http://www.wikidata.org/entity/Q13371,Harvard University,education
http://www.wikidata.org/entity/Q49080,http://www.wikidata.org/entity/Q1482689,Kyiv National Economic University named after Vadym Hetman,education
http://www.wikidata.org/entity/Q493551,http://www.wikidata.org/entity/Q6522592,Northwestern Institute of Management,education
http://www.wikidata.org/entity/Q496027,http://www.wikidata.org/entity/Q40469,Associated Press,employment
http://www.wikidata.org/entity/Q4964822,http://www.wikidata.org/entity/Q2278254,Sherborne School,education
http://www.wikidata.org/entity/Q4964822,http://www.wikidata.org/entity/Q536282,Corpus Christi College,education
http://www.wikidata.org/entity/Q4967613,http://www.wikidata.org/entity/Q7842,University of Tokyo,education
http://www.wikidata.org/entity/Q4972273,http://www.wikidata.org/entity/Q1782926,Konstfack,education
http://www.wikidata.org/entity/Q4972273,http://www.wikidata.org/entity/Q1782926,Konstfack,employment
http://www.wikidata.org/entity/Q4972273,http://www.wikidata.org/entity/Q567743,Stockholms-Tidningen,employment
http://www.wikidata.org/entity/Q5004336,http://www.wikidata.org/entity/Q230492,University of Michigan,education
http://www.wikidata.org/entity/Q50060717,http://www.wikidata.org/entity/Q336197,The Observer,employment
http://www.wikidata.org/entity/Q50060717,http://www.wikidata.org/entity/Q6519777,Leighton Park School,education
http://www.wikidata.org/entity/Q5042832,http://www.wikidata.org/entity/Q1247589,Newnham College,education
http://www.wikidata.org/entity/Q5042832,http://www.wikidata.org/entity/Q9684,The New York Times,employment
http://www.wikidata.org/entity/Q5084065,http://www.wikidata.org/entity/Q17020147,"Royal Military College, Sandhurst",education
http://www.wikidata.org/entity/Q5084065,http://www.wikidata.org/entity/Q192088,Eton College,education
http://www.wikidata.org/entity/Q5093771,http://www.wikidata.org/entity/Q6811784,Melbourne Grammar School,education
http://www.wikidata.org/entity/Q5093771,http://www.wikidata.org/entity/Q7842696,Trinity College,education
http://www.wikidata.org/entity/Q5108247,http://www.wikidata.org/entity/Q458393,Durham University,education
http://www.wikidata.org/entity/Q5108247,http://www.wikidata.org/entity/Q539330,Brighton College,education
http://www.wikidata.org/entity/Q5110817,http://www.wikidata.org/entity/Q7049607,Nonsuch High School for Girls,education
http://www.wikidata.org/entity/Q5110817,http://www.wikidata.org/entity/Q81087,"University College, Oxford",education
http://www.wikidata.org/entity/Q5112000,http://www.wikidata.org/entity/Q34433,University of Oxford,education
http://www.wikidata.org/entity/Q5113407,http://www.wikidata.org/entity/Q2274271,Stonyhurst College,education
http://www.wikidata.org/entity/Q5113407,http://www.wikidata.org/entity/Q805285,Balliol College,education
http://www.wikidata.org/entity/Q516004,http://www.wikidata.org/entity/Q1140542,Mount Holyoke College,employment
http://www.wikidata.org/entity/Q516004,http://www.wikidata.org/entity/Q35794,University of Cambridge,education
http://www.wikidata.org/entity/Q516004,http://www.wikidata.org/entity/Q49122,Harvard Law School,education
http://www.wikidata.org/entity/Q516004,http://www.wikidata.org/entity/Q49165,Amherst College,employment
http://www.wikidata.org/entity/Q516004,http://www.wikidata.org/entity/Q49204,Smith College,employment
http://www.wikidata.org/entity/Q516004,http://www.wikidata.org/entity/Q714717,Christ's College,education
http://www.wikidata.org/entity/Q516004,http://www.wikidata.org/entity/Q7586849,St. Andrew's College,education
http://www.wikidata.org/entity/Q516004,http://www.wikidata.org/entity/Q9531,British Broadcasting Corporation,employment
http://www.wikidata.org/entity/Q5170787,http://www.wikidata.org/entity/Q1256981,San Francisco State University,education
http://www.wikidata.org/entity/Q517945,http://www.wikidata.org/entity/Q49210,New York University,education
http://www.wikidata.org/entity/Q5181586,http://www.wikidata.org/entity/Q166032,The Washington Post,employment
http://www.wikidata.org/entity/Q5181586,http://www.wikidata.org/entity/Q168751,Duke University,education
http://www.wikidata.org/entity/Q5181586,http://www.wikidata.org/entity/Q7886886,Unionville High School,education
http://www.wikidata.org/entity/Q51973534,http://www.wikidata.org/entity/Q44687,Schutzstaffel,membership
http://www.wikidata.org/entity/Q5214843,http://www.wikidata.org/entity/Q40469,Associated Press,employment
http://www.wikidata.org/entity/Q5214843,http://www.wikidata.org/entity/Q43380,CBS,employment
http://www.wikidata.org/entity/Q5214843,http://www.wikidata.org/entity/Q493845,United Press International,employment
http://www.wikidata.org/entity/Q5214843,http://www.wikidata.org/entity/Q6409777,Kimball Union Academy,education
http://www.wikidata.org/entity/Q52155633,http://www.wikidata.org/entity/Q1341516,Westminster School,education
http://www.wikidata.org/entity/Q52155633,http://www.wikidata.org/entity/Q745967,Christ Church,education
http://www.wikidata.org/entity/Q52170382,http://www.wikidata.org/entity/Q27621,Saint Petersburg State University,education
http://www.wikidata.org/entity/Q5236459,http://www.wikidata.org/entity/Q1805145,Abilene Christian University,education
http://www.wikidata.org/entity/Q5242712,http://www.wikidata.org/entity/Q1068752,Howard University,education
http://www.wikidata.org/entity/Q5248217,http://www.wikidata.org/entity/Q13371,Harvard University,education
http://www.wikidata.org/entity/Q5248217,http://www.wikidata.org/entity/Q8026061,Winston Churchill High School,education
http://www.wikidata.org/entity/Q52718733,http://www.wikidata.org/entity/Q13206016,Мәскәү дәүләт университеты,education
http://www.wikidata.org/entity/Q5280188,http://www.wikidata.org/entity/Q43297,Time,employment
http://www.wikidata.org/entity/Q5280188,http://www.wikidata.org/entity/Q493845,United Press International,employment
http://www.wikidata.org/entity/Q5289531,http://www.wikidata.org/entity/Q130879,Reuters,employment
http://www.wikidata.org/entity/Q529290,http://www.wikidata.org/entity/Q168756,"University of California, Berkeley",education
http://www.wikidata.org/entity/Q5294645,http://www.wikidata.org/entity/Q131252,University of Chicago,education
http://www.wikidata.org/entity/Q5294645,http://www.wikidata.org/entity/Q14692455,University of Maryland Global Campus,education
http://www.wikidata.org/entity/Q5294645,http://www.wikidata.org/entity/Q21578,Princeton University,education
http://www.wikidata.org/entity/Q5341389,http://www.wikidata.org/entity/Q136396702,Latvijas preses biedrība,membership
http://www.wikidata.org/entity/Q5341389,http://www.wikidata.org/entity/Q136626789,Latvijas Radiofons,employment
http://www.wikidata.org/entity/Q5341389,http://www.wikidata.org/entity/Q136652183,Tautas Balss,employment
http://www.wikidata.org/entity/Q5341389,http://www.wikidata.org/entity/Q16361561,Ministry of Education and Science,employment
http://www.wikidata.org/entity/Q5341389,http://www.wikidata.org/entity/Q1807077,Latvian Provisional National Council,membership
http://www.wikidata.org/entity/Q5341389,http://www.wikidata.org/entity/Q55285958,Brīvā Zeme,employment
http://www.wikidata.org/entity/Q5341389,http://www.wikidata.org/entity/Q6497507,Latvijas Kareivis,employment
http://www.wikidata.org/entity/Q5341389,http://www.wikidata.org/entity/Q86003135,Latvijas Sargs,employment
http://www.wikidata.org/entity/Q5341389,http://www.wikidata.org/entity/Q968871,Dailes Theatre,employment
http://www.wikidata.org/entity/Q5363503,http://www.wikidata.org/entity/Q8025997,Winsor School,education
http://www.wikidata.org/entity/Q5365836,http://www.wikidata.org/entity/Q1902016,Marlborough College,education
http://www.wikidata.org/entity/Q5386484,http://www.wikidata.org/entity/Q468865,American Legion,membership
http://www.wikidata.org/entity/Q5386484,http://www.wikidata.org/entity/Q49088,Columbia University,education
http://www.wikidata.org/entity/Q5386484,http://www.wikidata.org/entity/Q49112,Yale University,education
http://www.wikidata.org/entity/Q5386484,http://www.wikidata.org/entity/Q5149701,"Columbia Graduate School of Architecture, Planning and Preservation",education
http://www.wikidata.org/entity/Q5387483,http://www.wikidata.org/entity/Q238101,University of Minnesota,education
http://www.wikidata.org/entity/Q5387483,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,membership
http://www.wikidata.org/entity/Q5387483,http://www.wikidata.org/entity/Q96374662,Central High School,education
http://www.wikidata.org/entity/Q5415579,http://www.wikidata.org/entity/Q193727,Johns Hopkins University,education
http://www.wikidata.org/entity/Q5415579,http://www.wikidata.org/entity/Q2093794,Vassar College,education
http://www.wikidata.org/entity/Q5415579,http://www.wikidata.org/entity/Q5684929,Hawken School,education
http://www.wikidata.org/entity/Q5486856,http://www.wikidata.org/entity/Q1414861,University of Exeter,education
http://www.wikidata.org/entity/Q5486856,http://www.wikidata.org/entity/Q7981486,Wellington School,education
http://www.wikidata.org/entity/Q5486856,http://www.wikidata.org/entity/Q9531,British Broadcasting Corporation,employment
http://www.wikidata.org/entity/Q5493411,http://www.wikidata.org/entity/Q13371,Harvard University,education
http://www.wikidata.org/entity/Q5493411,http://www.wikidata.org/entity/Q157146,French Resistance,membership
http://www.wikidata.org/entity/Q5493411,http://www.wikidata.org/entity/Q188413,Newsweek,employment
http://www.wikidata.org/entity/Q5493411,http://www.wikidata.org/entity/Q477986,French Armed Forces,employment
http://www.wikidata.org/entity/Q5493411,http://www.wikidata.org/entity/Q493845,United Press International,employment
http://www.wikidata.org/entity/Q55120392,http://www.wikidata.org/entity/Q49210,New York University,employment
http://www.wikidata.org/entity/Q55120392,http://www.wikidata.org/entity/Q838330,University of Wisconsin–Madison,education
http://www.wikidata.org/entity/Q551491,http://www.wikidata.org/entity/Q178848,University of Notre Dame,education
http://www.wikidata.org/entity/Q551491,http://www.wikidata.org/entity/Q372899,Magnum Photos,membership
http://www.wikidata.org/entity/Q551491,http://www.wikidata.org/entity/Q7998147,Wichita North High School,education
http://www.wikidata.org/entity/Q5525380,http://www.wikidata.org/entity/Q13371,Harvard University,education
http://www.wikidata.org/entity/Q5525380,http://www.wikidata.org/entity/Q4787934,Arden,education
http://www.wikidata.org/entity/Q5525380,http://www.wikidata.org/entity/Q7764578,"The Sixth Form College, Solihull",education
http://www.wikidata.org/entity/Q5531414,http://www.wikidata.org/entity/Q13371,Harvard University,education
http://www.wikidata.org/entity/Q5531414,http://www.wikidata.org/entity/Q192334,University of North Carolina at Chapel Hill,education
http://www.wikidata.org/entity/Q5531414,http://www.wikidata.org/entity/Q503415,University of Maryland,employment
http://www.wikidata.org/entity/Q5531414,http://www.wikidata.org/entity/Q6773136,Mars Hill University,education
http://www.wikidata.org/entity/Q5534419,http://www.wikidata.org/entity/Q3560910,Highgate School,education
http://www.wikidata.org/entity/Q5534546,http://www.wikidata.org/entity/Q81170,Oriel College,education
http://www.wikidata.org/entity/Q5541704,http://www.wikidata.org/entity/Q7413434,San Bernardino High School,education
http://www.wikidata.org/entity/Q5541704,http://www.wikidata.org/entity/Q913861,San Diego State University,education
http://www.wikidata.org/entity/Q55563652,http://www.wikidata.org/entity/Q219694,Complutense University of Madrid,education
http://www.wikidata.org/entity/Q55615144,http://www.wikidata.org/entity/Q7330875,Richmond Hill High School,education
http://www.wikidata.org/entity/Q5592398,http://www.wikidata.org/entity/Q7974200,Waterloo-Oxford District Secondary School,education
http://www.wikidata.org/entity/Q5596934,http://www.wikidata.org/entity/Q1115050,United States Army Command and General Staff College,education
http://www.wikidata.org/entity/Q5596934,http://www.wikidata.org/entity/Q2599077,Yale College,education
http://www.wikidata.org/entity/Q5610253,http://www.wikidata.org/entity/Q5568133,Glenalmond College,education
http://www.wikidata.org/entity/Q561342,http://www.wikidata.org/entity/Q12461,Le Monde,employment
http://www.wikidata.org/entity/Q561342,http://www.wikidata.org/entity/Q678095,Paris Match,employment
http://www.wikidata.org/entity/Q5644949,http://www.wikidata.org/entity/Q5445986,Fettes College,education
http://www.wikidata.org/entity/Q5662367,http://www.wikidata.org/entity/Q559549,United States Naval Academy,education
http://www.wikidata.org/entity/Q5702619,http://www.wikidata.org/entity/Q49204,Smith College,education
http://www.wikidata.org/entity/Q5702619,http://www.wikidata.org/entity/Q503473,University of Geneva,education
http://www.wikidata.org/entity/Q5702619,http://www.wikidata.org/entity/Q6785436,Masters School,education
http://www.wikidata.org/entity/Q573995,http://www.wikidata.org/entity/Q2529982,The New York Times Company,employment
http://www.wikidata.org/entity/Q573995,http://www.wikidata.org/entity/Q5738839,Heritage Hall School,education
http://www.wikidata.org/entity/Q573995,http://www.wikidata.org/entity/Q640652,University of Oklahoma,education
http://www.wikidata.org/entity/Q573995,http://www.wikidata.org/entity/Q838330,University of Wisconsin–Madison,education
http://www.wikidata.org/entity/Q57781270,http://www.wikidata.org/entity/Q7178,International Red Cross and Red Crescent Movement,employment
http://www.wikidata.org/entity/Q5875912,http://www.wikidata.org/entity/Q13477,Al Jazeera,employment
http://www.wikidata.org/entity/Q5920326,http://www.wikidata.org/entity/Q81170,Oriel College,education
http://www.wikidata.org/entity/Q5928039,http://www.wikidata.org/entity/Q219615,University of Barcelona,education
http://www.wikidata.org/entity/Q5928039,http://www.wikidata.org/entity/Q64821301,Ciudadanos Batzorde Exekutiboa,membership
